state,district,market,commodity_group,commodity,variety,arrivals,unit_of_arrivals,min_price,max_price,modal_price,unit_of_price,arrival_date
Karnataka,Unknown,Kalaburagi APMC,Vegetables,Green Chilli,Green Chilly,0.8,Metric Tonnes,2000.0,4000.0,3000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Green Chilli,Green Chilly,1.2000000000000002,Metric Tonnes,3000.0,5000.0,4000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Green Chilli,Green Chilly,2.0,Metric Tonnes,1600.0,4000.0,3000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bangarpet APMC,Vegetables,Knool Khol,Knool Khol,0.7000000000000001,Metric Tonnes,1500.0,2500.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Knool Khol,Knool Khol,14.0,Metric Tonnes,2600.0,3000.0,2800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Chintamani APMC,Vegetables,Knool Khol,Knool Khol,0.9,Metric Tonnes,1500.0,2500.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Knool Khol,Knool Khol,1.5,Metric Tonnes,1300.0,3800.0,3000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Knool Khol,Knool Khol,0.2,Metric Tonnes,2000.0,3000.0,2500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Knool Khol,Knool Khol,1.0,Metric Tonnes,4000.0,5000.0,4400.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Knool Khol,Knool Khol,1.2000000000000002,Metric Tonnes,4000.0,5000.0,4500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Ladies Finger,Ladies Finger,17.8,Metric Tonnes,2400.0,2700.0,2600.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Channapatna APMC,Vegetables,Ladies Finger,Ladies Finger,0.5,Metric Tonnes,2300.0,2700.0,2500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Chintamani APMC,Vegetables,Ladies Finger,Ladies Finger,1.0,Metric Tonnes,2000.0,3000.0,2500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Ladies Finger,Ladies Finger,2.0,Metric Tonnes,1000.0,3000.0,2400.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Ladies Finger,Ladies Finger,0.2,Metric Tonnes,2000.0,3000.0,2500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Honnali APMC,Vegetables,Ladies Finger,Ladies Finger,2.5,Metric Tonnes,1500.0,2000.0,1800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Kalaburagi APMC,Vegetables,Ladies Finger,Ladies Finger,0.30000000000000004,Metric Tonnes,1700.0,2300.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Ladies Finger,Ladies Finger,0.8,Metric Tonnes,2000.0,3000.0,2400.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Ladies Finger,Ladies Finger,0.6000000000000001,Metric Tonnes,1500.0,2000.0,1750.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Doddaballapur APMC,Vegetables,Onion,Onion,1.8,Metric Tonnes,2000.0,2800.0,2500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Onion,Onion,0.4,Metric Tonnes,2000.0,3000.0,2500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Onion,Onion,5.0,Metric Tonnes,2600.0,3600.0,3000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Peas Wet,Peas Wet,8.0,Metric Tonnes,17000.0,18000.0,17500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bangarpet APMC,Vegetables,Potato,Local,1.1,Metric Tonnes,1000.0,2000.0,1500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Potato,Potato,4.0,Metric Tonnes,800.0,2000.0,1000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Doddaballapur APMC,Vegetables,Potato,Local,2.0,Metric Tonnes,2200.0,3000.0,2600.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Potato,Potato,0.4,Metric Tonnes,1000.0,2500.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Kalaburagi APMC,Vegetables,Potato,Potato,20.0,Metric Tonnes,800.0,1400.0,1200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Potato,Local,2.0,Metric Tonnes,1700.0,2200.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bagepalli APMC,Vegetables,Raddish,Raddish,1.2000000000000002,Metric Tonnes,2000.0,3000.0,2300.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bangarpet APMC,Vegetables,Raddish,Raddish,0.4,Metric Tonnes,500.0,1200.0,900.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Raddish,Raddish,11.0,Metric Tonnes,2000.0,2300.0,2200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Chintamani APMC,Vegetables,Raddish,Raddish,1.0,Metric Tonnes,1000.0,2000.0,1500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Raddish,Raddish,2.0,Metric Tonnes,700.0,2500.0,1600.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Raddish,Raddish,0.30000000000000004,Metric Tonnes,2500.0,3500.0,3000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Raddish,Raddish,0.7000000000000001,Metric Tonnes,2400.0,4000.0,3200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Raddish,Raddish,3.2,Metric Tonnes,2000.0,3000.0,2500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bagepalli APMC,Vegetables,Ridgeguard(Tori),Ridgeguard(Tori),1.8,Metric Tonnes,2000.0,2500.0,2100.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bangarpet APMC,Vegetables,Ridgeguard(Tori),Ridgeguard(Tori),0.8,Metric Tonnes,2000.0,2700.0,2500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Ridgeguard(Tori),Ridgeguard(Tori),6.9,Metric Tonnes,2700.0,2900.0,2800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Channapatna APMC,Vegetables,Ridgeguard(Tori),Ridgeguard(Tori),0.30000000000000004,Metric Tonnes,2500.0,2900.0,2700.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Chintamani APMC,Vegetables,Ridgeguard(Tori),Ridgeguard(Tori),0.7000000000000001,Metric Tonnes,1500.0,3000.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Ridgeguard(Tori),Ridgeguard(Tori),2.0,Metric Tonnes,1000.0,2700.0,1700.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Ridgeguard(Tori),Ridgeguard(Tori),0.2,Metric Tonnes,1500.0,2500.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Honnali APMC,Vegetables,Ridgeguard(Tori),Ridgeguard(Tori),3.0,Metric Tonnes,2000.0,2400.0,2200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Ridgeguard(Tori),Ridgeguard(Tori),0.8,Metric Tonnes,2800.0,4000.0,3500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Ridgeguard(Tori),Ridgeguard(Tori),4.0,Metric Tonnes,2500.0,3000.0,2750.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Seemebadnekai,Seemebadanekai,9.0,Metric Tonnes,1400.0,1600.0,1500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Seemebadnekai,Seemebadanekai,1.5,Metric Tonnes,1200.0,3600.0,2800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Seemebadnekai,Seemebadanekai,0.8,Metric Tonnes,2400.0,3500.0,3000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bagepalli APMC,Vegetables,Snakeguard,Snakeguard,2.0,Metric Tonnes,1500.0,2000.0,1700.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Snakeguard,Snakeguard,5.2,Metric Tonnes,1400.0,1500.0,1450.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Snakeguard,Snakeguard,0.6000000000000001,Metric Tonnes,2800.0,3600.0,3300.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Suvarna Gadde,Suvarnagadde,5.0,Metric Tonnes,3700.0,3900.0,3800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Suvarna Gadde,Suvarnagadde,0.4,Metric Tonnes,800.0,2000.0,1500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Sweet Potato,Sweet Potato,5.0,Metric Tonnes,2400.0,2600.0,2500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Sweet Potato,Sweet Potato,0.4,Metric Tonnes,700.0,2000.0,1200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Sweet Pumpkin,Sweet Pumpkin,6.0,Metric Tonnes,900.0,1100.0,1000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Sweet Pumpkin,Sweet Pumpkin,1.5,Metric Tonnes,700.0,1300.0,1000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Sweet Pumpkin,Sweet Pumpkin,0.1,Metric Tonnes,600.0,1200.0,900.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Thondekai,Thondekai,6.0,Metric Tonnes,2500.0,2800.0,2700.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Thondekai,Thondekai,0.5,Metric Tonnes,1600.0,3500.0,2800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Thondekai,Thondekai,0.2,Metric Tonnes,2000.0,3000.0,2500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Thondekai,Thondekai,0.2,Metric Tonnes,3000.0,4000.0,3500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bagepalli APMC,Vegetables,Tomato,Tomato,240.0,Metric Tonnes,230.0,2300.0,1700.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bangarpet APMC,Vegetables,Tomato,Tomato,2.5,Metric Tonnes,700.0,1500.0,1000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Tomato,Tomato,41.400000000000006,Metric Tonnes,1500.0,1700.0,1600.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Channapatna APMC,Vegetables,Tomato,Tomato,4.2,Metric Tonnes,850.0,1750.0,1250.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Chikkamagaluru APMC,Vegetables,Tomato,Tomato,68.2,Metric Tonnes,1200.0,1700.0,1400.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Tomato,Tomato,4.0,Metric Tonnes,900.0,3000.0,1600.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Doddaballapur APMC,Vegetables,Tomato,Tomato,2.0,Metric Tonnes,1000.0,1800.0,1500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Tomato,Tomato,1.5,Metric Tonnes,800.0,1800.0,1300.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gundlupet APMC,Vegetables,Tomato,Tomato,5.7,Metric Tonnes,1400.0,1500.0,1400.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Kalaburagi APMC,Vegetables,Tomato,Tomato,6.0,Metric Tonnes,1000.0,1800.0,1400.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Tomato,Tomato,4.2,Metric Tonnes,1200.0,2000.0,1600.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Tomato,Tomato,22.5,Metric Tonnes,800.0,1600.0,1200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,White Pumpkin,White Pumpkin,7.0,Metric Tonnes,1700.0,1900.0,1800.0,Rs./Quintal,2026-07-16
